_time,itsi_kpi_id,avg(alert_value)
2024-01-01T00:00:00.000-0500,1504d0bafd00ce140ca3d805,185.84944924511638
2024-01-01T01:00:00.000-0500,1504d0bafd00ce140ca3d805,180.35608209396477
2024-01-01T02:00:00.000-0500,1504d0bafd00ce140ca3d805,185.38464962152813
2024-01-01T03:00:00.000-0500,1504d0bafd00ce140ca3d805,175.53994434712672
2024-01-01T04:00:00.000-0500,1504d0bafd00ce140ca3d805,150.5369923593504
2024-01-01T05:00:00.000-0500,1504d0bafd00ce140ca3d805,150.46599656624764
2024-01-01T06:00:00.000-0500,1504d0bafd00ce140ca3d805,766.26716670912
2024-01-01T07:00:00.000-0500,1504d0bafd00ce140ca3d805,398.98189297991496
2024-01-01T08:00:00.000-0500,1504d0bafd00ce140ca3d805,369.33330519653765
2024-01-01T09:00:00.000-0500,1504d0bafd00ce140ca3d805,482.708212805717
2024-01-01T10:00:00.000-0500,1504d0bafd00ce140ca3d805,400.91975818982695
2024-01-01T11:00:00.000-0500,1504d0bafd00ce140ca3d805,372.59308959590396
2024-01-01T12:00:00.000-0500,1504d0bafd00ce140ca3d805,359.8965403840004
2024-01-01T13:00:00.000-0500,1504d0bafd00ce140ca3d805,233.23133287407373
2024-01-01T14:00:00.000-0500,1504d0bafd00ce140ca3d805,418.4878692945158
2024-01-01T15:00:00.000-0500,1504d0bafd00ce140ca3d805,387.21206216847
2024-01-01T16:00:00.000-0500,1504d0bafd00ce140ca3d805,354.62027774699226
2024-01-01T17:00:00.000-0500,1504d0bafd00ce140ca3d805,317.79492899607123
2024-01-01T18:00:00.000-0500,1504d0bafd00ce140ca3d805,302.62214960663056
2024-01-01T19:00:00.000-0500,1504d0bafd00ce140ca3d805,306.5410265538012
2024-01-01T20:00:00.000-0500,1504d0bafd00ce140ca3d805,318.85182169594447
2024-01-01T21:00:00.000-0500,1504d0bafd00ce140ca3d805,296.4191731600674
2024-01-01T22:00:00.000-0500,1504d0bafd00ce140ca3d805,286.7790499259866
2024-01-01T23:00:00.000-0500,1504d0bafd00ce140ca3d805,270.2045921995074
2024-01-02T00:00:00.000-0500,1504d0bafd00ce140ca3d805,207.88132257716998
2024-01-02T01:00:00.000-0500,1504d0bafd00ce140ca3d805,170.6781302791885
2024-01-02T02:00:00.000-0500,1504d0bafd00ce140ca3d805,192.1478001352287
2024-01-02T03:00:00.000-0500,1504d0bafd00ce140ca3d805,152.7813219623383
2024-01-02T04:00:00.000-0500,1504d0bafd00ce140ca3d805,166.41411203092693
2024-01-02T05:00:00.000-0500,1504d0bafd00ce140ca3d805,159.92012220987277
2024-01-02T06:00:00.000-0500,1504d0bafd00ce140ca3d805,753.8387597291437
2024-01-02T07:00:00.000-0500,1504d0bafd00ce140ca3d805,408.7425395048113
2024-01-02T08:00:00.000-0500,1504d0bafd00ce140ca3d805,350.08701576765867
2024-01-02T09:00:00.000-0500,1504d0bafd00ce140ca3d805,450.1217072677378
2024-01-02T10:00:00.000-0500,1504d0bafd00ce140ca3d805,374.398403008547
2024-01-02T11:00:00.000-0500,1504d0bafd00ce140ca3d805,377.78572402381656
2024-01-02T12:00:00.000-0500,1504d0bafd00ce140ca3d805,361.33983601797263
2024-01-02T13:00:00.000-0500,1504d0bafd00ce140ca3d805,238.68347909085944
2024-01-02T14:00:00.000-0500,1504d0bafd00ce140ca3d805,393.99651364174804
2024-01-02T15:00:00.000-0500,1504d0bafd00ce140ca3d805,354.36072432761483
2024-01-02T16:00:00.000-0500,1504d0bafd00ce140ca3d805,341.06141117680454
2024-01-02T17:00:00.000-0500,1504d0bafd00ce140ca3d805,329.48839094929343
2024-01-02T18:00:00.000-0500,1504d0bafd00ce140ca3d805,313.8485993979002
2024-01-02T19:00:00.000-0500,1504d0bafd00ce140ca3d805,300.5616129568788
2024-01-02T20:00:00.000-0500,1504d0bafd00ce140ca3d805,287.32711534513044
2024-01-02T21:00:00.000-0500,1504d0bafd00ce140ca3d805,309.25407954784305
2024-01-02T22:00:00.000-0500,1504d0bafd00ce140ca3d805,298.24094201981563
2024-01-02T23:00:00.000-0500,1504d0bafd00ce140ca3d805,257.7359479155549
2024-01-03T00:00:00.000-0500,1504d0bafd00ce140ca3d805,194.95903518095793
2024-01-03T01:00:00.000-0500,1504d0bafd00ce140ca3d805,187.91041065186275
2024-01-03T02:00:00.000-0500,1504d0bafd00ce140ca3d805,184.97611615763316
2024-01-03T03:00:00.000-0500,1504d0bafd00ce140ca3d805,179.4047298332359
2024-01-03T04:00:00.000-0500,1504d0bafd00ce140ca3d805,173.24892184658376
2024-01-03T05:00:00.000-0500,1504d0bafd00ce140ca3d805,141.2491313266066
2024-01-03T06:00:00.000-0500,1504d0bafd00ce140ca3d805,733.6890656385903
2024-01-03T07:00:00.000-0500,1504d0bafd00ce140ca3d805,419.8639448773795
2024-01-03T08:00:00.000-0500,1504d0bafd00ce140ca3d805,371.08697672951337
2024-01-03T09:00:00.000-0500,1504d0bafd00ce140ca3d805,484.4943645566479
2024-01-03T10:00:00.000-0500,1504d0bafd00ce140ca3d805,371.22583402729396
2024-01-03T11:00:00.000-0500,1504d0bafd00ce140ca3d805,357.5425386427704
