_time,itsi_kpi_id,avg(alert_value)
2024-01-01T00:00:00.000-0500,39c9018af9c363226db7bdda,392.43347603097453
2024-01-01T01:00:00.000-0500,39c9018af9c363226db7bdda,375.77172114614575
2024-01-01T02:00:00.000-0500,39c9018af9c363226db7bdda,360.825677793084
2024-01-01T03:00:00.000-0500,39c9018af9c363226db7bdda,377.8562257610998
2024-01-01T04:00:00.000-0500,39c9018af9c363226db7bdda,384.7661759521924
2024-01-01T05:00:00.000-0500,39c9018af9c363226db7bdda,370.52852490752605
2024-01-01T06:00:00.000-0500,39c9018af9c363226db7bdda,383.9018539762798
2024-01-01T07:00:00.000-0500,39c9018af9c363226db7bdda,395.0288162282433
2024-01-01T08:00:00.000-0500,39c9018af9c363226db7bdda,404.8701484740104
2024-01-01T09:00:00.000-0500,39c9018af9c363226db7bdda,424.3288089180029
2024-01-01T10:00:00.000-0500,39c9018af9c363226db7bdda,416.1271377447246
2024-01-01T11:00:00.000-0500,39c9018af9c363226db7bdda,410.7218588039578
2024-01-01T12:00:00.000-0500,39c9018af9c363226db7bdda,418.1942036877542
2024-01-01T13:00:00.000-0500,39c9018af9c363226db7bdda,425.15912343764927
2024-01-01T14:00:00.000-0500,39c9018af9c363226db7bdda,440.8237711695843
2024-01-01T15:00:00.000-0500,39c9018af9c363226db7bdda,456.3965524950436
2024-01-01T16:00:00.000-0500,39c9018af9c363226db7bdda,448.7198788458925
2024-01-01T17:00:00.000-0500,39c9018af9c363226db7bdda,448.06726147351594
2024-01-01T18:00:00.000-0500,39c9018af9c363226db7bdda,452.96580921226683
2024-01-01T19:00:00.000-0500,39c9018af9c363226db7bdda,456.6005490677384
2024-01-01T20:00:00.000-0500,39c9018af9c363226db7bdda,461.2147579986464
2024-01-01T21:00:00.000-0500,39c9018af9c363226db7bdda,449.2473925649176
2024-01-01T22:00:00.000-0500,39c9018af9c363226db7bdda,443.0126023796468
2024-01-01T23:00:00.000-0500,39c9018af9c363226db7bdda,431.4303515283421
2024-01-02T00:00:00.000-0500,39c9018af9c363226db7bdda,435.6948236238151
2024-01-02T01:00:00.000-0500,39c9018af9c363226db7bdda,427.12903047924647
2024-01-02T02:00:00.000-0500,39c9018af9c363226db7bdda,430.4050766364722
2024-01-02T03:00:00.000-0500,39c9018af9c363226db7bdda,439.5227331295806
2024-01-02T04:00:00.000-0500,39c9018af9c363226db7bdda,435.8268317256709
2024-01-02T05:00:00.000-0500,39c9018af9c363226db7bdda,450.4168076327161
2024-01-02T06:00:00.000-0500,39c9018af9c363226db7bdda,443.64108601383856
2024-01-02T07:00:00.000-0500,39c9018af9c363226db7bdda,432.2842836526994
2024-01-02T08:00:00.000-0500,39c9018af9c363226db7bdda,427.43307617260194
2024-01-02T09:00:00.000-0500,39c9018af9c363226db7bdda,445.9740598663797
2024-01-02T10:00:00.000-0500,39c9018af9c363226db7bdda,465.36093215866026
2024-01-02T11:00:00.000-0500,39c9018af9c363226db7bdda,467.1859053616751
2024-01-02T12:00:00.000-0500,39c9018af9c363226db7bdda,478.04969730486135
2024-01-02T13:00:00.000-0500,39c9018af9c363226db7bdda,483.18403416815676
2024-01-02T14:00:00.000-0500,39c9018af9c363226db7bdda,464.8561711300102
2024-01-02T15:00:00.000-0500,39c9018af9c363226db7bdda,472.15405149673114
2024-01-02T16:00:00.000-0500,39c9018af9c363226db7bdda,461.8264530195369
2024-01-02T17:00:00.000-0500,39c9018af9c363226db7bdda,476.7536736773784
2024-01-02T18:00:00.000-0500,39c9018af9c363226db7bdda,465.77412472020535
2024-01-02T19:00:00.000-0500,39c9018af9c363226db7bdda,463.23302694049767
2024-01-02T20:00:00.000-0500,39c9018af9c363226db7bdda,444.2404793798608
2024-01-02T21:00:00.000-0500,39c9018af9c363226db7bdda,442.08413178487507
2024-01-02T22:00:00.000-0500,39c9018af9c363226db7bdda,433.7703602478273
2024-01-02T23:00:00.000-0500,39c9018af9c363226db7bdda,451.3807129517786
2024-01-03T00:00:00.000-0500,39c9018af9c363226db7bdda,455.50714370314745
2024-01-03T01:00:00.000-0500,39c9018af9c363226db7bdda,466.169711506473
2024-01-03T02:00:00.000-0500,39c9018af9c363226db7bdda,482.009245813098
2024-01-03T03:00:00.000-0500,39c9018af9c363226db7bdda,478.6115841687938
2024-01-03T04:00:00.000-0500,39c9018af9c363226db7bdda,462.125589129429
2024-01-03T05:00:00.000-0500,39c9018af9c363226db7bdda,465.3989065117121
2024-01-03T06:00:00.000-0500,39c9018af9c363226db7bdda,458.96605663559086
2024-01-03T07:00:00.000-0500,39c9018af9c363226db7bdda,448.83578744608525
2024-01-03T08:00:00.000-0500,39c9018af9c363226db7bdda,456.90336656886444
2024-01-03T09:00:00.000-0500,39c9018af9c363226db7bdda,464.3102082671813
2024-01-03T10:00:00.000-0500,39c9018af9c363226db7bdda,461.6789721904153
2024-01-03T11:00:00.000-0500,39c9018af9c363226db7bdda,471.53192376305276
2024-01-03T12:00:00.000-0500,39c9018af9c363226db7bdda,472.02936150827117
2024-01-03T13:00:00.000-0500,39c9018af9c363226db7bdda,459.66692291098474
2024-01-03T14:00:00.000-0500,39c9018af9c363226db7bdda,460.9516000123251
2024-01-03T15:00:00.000-0500,39c9018af9c363226db7bdda,458.94568891766016
2024-01-03T16:00:00.000-0500,39c9018af9c363226db7bdda,452.219160020187
2024-01-03T17:00:00.000-0500,39c9018af9c363226db7bdda,456.7783592169692
