timestamp,value,kpi_name,day_of_week,hour_of_day,is_weekend,unit,rolling_avg,rolling_std,is_anomaly,kpi_type
2024-01-01 00:00:00,9.14464216818097,Notifications_Failed,0,0,False,percentage,9.14464216818097,0.0,False,combination
2024-01-01 01:00:00,10.465247598912208,Notifications_Failed,0,1,False,percentage,9.80494488354659,0.9338090553418397,False,combination
2024-01-01 02:00:00,11.900444559345287,Notifications_Failed,0,2,False,percentage,10.503444775479489,1.378298216283408,False,combination
2024-01-01 03:00:00,14.317230443370358,Notifications_Failed,0,3,False,percentage,12.227640867209283,1.9467244351499382,False,combination
2024-01-01 04:00:00,13.881539537187157,Notifications_Failed,0,4,False,percentage,13.366404846634268,1.288113471074647,False,combination
2024-01-01 05:00:00,15.094500808277811,Notifications_Failed,0,5,False,percentage,14.431090262945107,0.6144443060006799,False,combination
2024-01-01 06:00:00,14.984703418361132,Notifications_Failed,0,6,False,percentage,14.653581254608701,0.6708577917767152,False,combination
2024-01-01 07:00:00,14.628289408243166,Notifications_Failed,0,7,False,percentage,14.902497878294035,0.24373465181187545,False,combination
2024-01-01 08:00:00,3.0685964723560826,Notifications_Failed,0,8,False,percentage,10.89386309965346,6.779222380028011,False,combination
2024-01-01 09:00:00,13.4652360465284,Notifications_Failed,0,9,False,percentage,10.387373975709215,6.364868528747468,False,combination
2024-01-01 10:00:00,12.006474614909582,Notifications_Failed,0,10,False,percentage,9.513435711264687,5.628850756604467,False,combination
2024-01-01 11:00:00,11.753300137794405,Notifications_Failed,0,11,False,percentage,12.408336933077463,0.9240135989127382,False,combination
2024-01-01 12:00:00,10.68453799427611,Notifications_Failed,0,12,False,percentage,11.481437582326699,0.7016488039197668,False,combination
2024-01-01 13:00:00,8.036214744069815,Notifications_Failed,0,13,False,percentage,10.15801762538011,1.9136610802874596,False,combination
2024-01-01 14:00:00,7.962212468806446,Notifications_Failed,0,14,False,percentage,8.894321735717456,1.550814229200861,False,combination
2024-01-01 15:00:00,5.789233029087305,Notifications_Failed,0,15,False,percentage,7.262553413987855,1.2764692717056263,False,combination
2024-01-01 16:00:00,5.985425153898226,Notifications_Failed,0,16,False,percentage,6.578956883930659,1.2019441947432603,False,combination
