timestamp,value,kpi_name,day_of_week,hour_of_day,is_weekend,unit,rolling_avg,rolling_std,is_anomaly,kpi_type
2024-01-01 00:00:00,53.09184531114265,Database_Size,0,0,False,percentage,53.09184531114265,0.0,False,erratic
2024-01-01 01:00:00,52.57461342345278,Database_Size,0,1,False,percentage,52.83322936729772,0.3657381752314264,False,erratic
2024-01-01 02:00:00,48.29578234906421,Database_Size,0,2,False,percentage,51.32074702788655,2.6324305665112706,False,erratic
2024-01-01 03:00:00,49.33736612608365,Database_Size,0,3,False,percentage,50.069253966200215,2.2313322698941946,False,erratic
2024-01-01 04:00:00,48.17558050871136,Database_Size,0,4,False,percentage,48.60290966128641,0.6388911054459152,False,erratic
2024-01-01 05:00:00,51.312855088842596,Database_Size,0,5,False,percentage,49.608600574545875,1.586127057429152,False,erratic
2024-01-01 06:00:00,49.60997867405074,Database_Size,0,6,False,percentage,49.69947142386823,1.5705507511656,False,erratic
2024-01-01 07:00:00,44.935187340760216,Database_Size,0,7,False,percentage,48.61934036788452,3.302224199909119,False,erratic
2024-01-01 08:00:00,44.44685481325427,Database_Size,0,8,False,percentage,46.330673609355074,2.850438289958044,False,erratic
2024-01-01 09:00:00,45.01606196496301,Database_Size,0,9,False,percentage,44.799368039659164,0.3079518749782063,False,erratic
2024-01-01 10:00:00,49.266081346058904,Database_Size,0,10,False,percentage,46.24299937475873,2.6334896334121196,False,erratic
2024-01-01 11:00:00,47.651461636146216,Database_Size,0,11,False,percentage,47.311201649056045,2.145343522383672,False,erratic
2024-01-01 12:00:00,52.13085149710545,Database_Size,0,12,False,percentage,49.682798159770186,2.2685839324870583,False,erratic
2024-01-01 13:00:00,52.61306823963265,Database_Size,0,13,False,percentage,50.7984604576281,2.7360252984027453,False,erratic
2024-01-01 14:00:00,52.95726610684815,Database_Size,0,14,False,percentage,52.56706194786208,0.4151237297013257,False,erratic
2024-01-01 15:00:00,50.556691057306786,Database_Size,0,15,False,percentage,52.04234180126253,1.29807035352916,False,erratic
2024-01-01 16:00:00,46.10858841905087,Database_Size,0,16,False,percentage,49.8741818610686,3.4749763481274822,False,erratic
2024-01-01 17:00:00,46.573228221887334,Database_Size,0,17,False,percentage,47.74616923274832,2.4450454456583075,False,erratic
2024-01-01 18:00:00,48.86140683183883,Database_Size,0,18,False,percentage,47.18107449092568,1.4736383947678122,False,erratic
2024-01-01 19:00:00,46.716434422168795,Database_Size,0,19,False,percentage,47.38368982529832,1.2817420440611018,False,erratic
2024-01-01 20:00:00,45.37863817531092,Database_Size,0,20,False,percentage,46.985493143106176,1.756904614715183,False,erratic
2024-01-01 21:00:00,41.87830344126675,Database_Size,0,21,False,percentage,44.657792012915486,2.4983178819899723,False,erratic
2024-01-01 22:00:00,43.84596245525218,Database_Size,0,22,False,percentage,43.70096802394328,1.7546661652352906,False,erratic
2024-01-01 23:00:00,40.10444606737645,Database_Size,0,23,False,percentage,41.942903987965124,1.8715945456108722,False,erratic
2024-01-02 00:00:00,37.120477630302744,Database_Size,1,0,False,percentage,40.356962050977124,3.369845660284149,False,erratic
2024-01-02 01:00:00,39.61670104408141,Database_Size,1,1,False,percentage,38.947208247253535,1.6006818428768066,False,erratic
2024-01-02 02:00:00,42.36582298856018,Database_Size,1,2,False,percentage,39.70100055431478,2.623688584305809,False,erratic
2024-01-02 03:00:00,39.03163454155036,Database_Size,1,3,False,percentage,40.33805285806398,1.7802989860398937,False,erratic
2024-01-02 04:00:00,36.53253264926983,Database_Size,1,4,False,percentage,39.30999672646013,2.926590708504441,False,erratic
2024-01-02 05:00:00,32.65827254491369,Database_Size,1,5,False,percentage,36.07414657857796,3.211311901294442,False,erratic
2024-01-02 06:00:00,30.28640147916363,Database_Size,1,6,False,percentage,33.159068891115716,3.1530360581221997,False,erratic
2024-01-02 07:00:00,31.911812927086775,Database_Size,1,7,False,percentage,31.618828983721368,1.2127748271780174,False,erratic
2024-01-02 08:00:00,33.13003640509399,Database_Size,1,8,False,percentage,31.776083603781462,1.4266680535061635,False,erratic
2024-01-02 09:00:00,37.74129456209728,Database_Size,1,9,False,percentage,34.26104796475935,3.0749153475018653,False,erratic
2024-01-02 10:00:00,37.48860893625757,Database_Size,1,10,False,percentage,36.119979967816285,2.5924475669864253,False,erratic
2024-01-02 11:00:00,37.95722485911009,Database_Size,1,11,False,percentage,37.729042785821655,0.23454807674183867,False,erratic
2024-01-02 12:00:00,35.27248180811941,Database_Size,1,12,False,percentage,36.906105201162354,1.434030774952078,False,erratic
2024-01-02 13:00:00,38.215419799980495,Database_Size,1,13,False,percentage,37.14837548907,1.6296929108100746,False,erratic
2024-01-02 14:00:00,39.52195042102209,Database_Size,1,14,False,percentage,37.669950676374,2.1766139521321675,False,erratic
