timestamp,value,kpi_name,day_of_week,hour_of_day,is_weekend,unit,rolling_avg,rolling_std,is_anomaly,kpi_type
2024-01-01 00:00:00,10.7030698540601,Batch_Job_Success,0,0,False,percentage,10.7030698540601,0.0,False,combination
2024-01-01 01:00:00,11.46667145310972,Batch_Job_Success,0,1,False,percentage,11.084870653584911,0.5399478688128769,False,combination
2024-01-01 02:00:00,11.894724272503847,Batch_Job_Success,0,2,False,percentage,11.354821859891223,0.6036495770531801,False,combination
2024-01-01 03:00:00,13.289261933040187,Batch_Job_Success,0,3,False,percentage,12.216885886217918,0.9530477917693487,False,combination
2024-01-01 04:00:00,14.056581072461123,Batch_Job_Success,0,4,False,percentage,13.080189092668386,1.0959880452432984,False,combination
2024-01-01 05:00:00,15.438830182133735,Batch_Job_Success,0,5,False,percentage,14.261557729211681,1.089344980590287,False,combination
2024-01-01 06:00:00,15.518253092931147,Batch_Job_Success,0,6,False,percentage,15.004554782508668,0.8219292037005775,False,combination
2024-01-01 07:00:00,15.546548632258585,Batch_Job_Success,0,7,False,percentage,15.50121063577449,0.055844875626853335,False,combination
2024-01-01 08:00:00,13.883851285399892,Batch_Job_Success,0,8,False,percentage,14.982884336863208,0.9518956852213558,False,combination
2024-01-01 09:00:00,13.760870247372731,Batch_Job_Success,0,9,False,percentage,14.397090055010402,0.997357683850494,False,combination
2024-01-01 10:00:00,12.691262064445635,Batch_Job_Success,0,10,False,percentage,13.44532786573942,0.655928737317696,False,combination
2024-01-01 11:00:00,12.020623104566887,Batch_Job_Success,0,11,False,percentage,12.824251805461751,0.877712784983006,False,combination
2024-01-01 12:00:00,10.787727259411625,Batch_Job_Success,0,12,False,percentage,11.83320414280805,0.9655079434753684,False,combination
2024-01-01 13:00:00,8.79240756227727,Batch_Job_Success,0,13,False,percentage,10.533585975418594,1.6290441188139375,False,combination
2024-01-01 14:00:00,7.292216293565504,Batch_Job_Success,0,14,False,percentage,8.957450371751465,1.7535901958003097,False,combination
2024-01-01 15:00:00,6.953665618511517,Batch_Job_Success,0,15,False,percentage,7.679429824784763,0.9786182723668758,False,combination
2024-01-01 16:00:00,5.637683509733946,Batch_Job_Success,0,16,False,percentage,6.627855140603656,0.8740618020650825,False,combination
2024-01-01 17:00:00,4.469245552304328,Batch_Job_Success,0,17,False,percentage,5.686864893516597,1.2429400117167,False,combination
2024-01-01 18:00:00,5.070343999850474,Batch_Job_Success,0,18,False,percentage,5.059091020629583,0.5843002543612128,False,combination
2024-01-01 19:00:00,6.069940520307137,Batch_Job_Success,0,19,False,percentage,5.203176690820646,0.8085725001446411,False,combination
